
u=x^5+y^5+t^2
Parobolicheskai:
time:0
iteration:0
error:0
____________________________________________________________
|__________(r,z)|____________Q|________RealF|_______Q-RealF|
|(1,0625;1,1563)|  3,420692116|  3,420692116|   0,000000000|
|(1,0938;1,1563)|  3,631884813|  3,631884813|   0,000000000|
|(1,1250;1,1563)|  3,868643433|  3,868643433|   0,000000000|
|(1,1563;1,1563)|  4,133221924|  4,133221924|   0,000000000|
|(1,1875;1,1563)|  4,428002983|  4,428002983|   0,000000000|
|(1,2188;1,1563)|  4,755501628|  4,755501628|   0,000000000|
|(1,2500;1,1563)|  5,118368775|  5,118368775|   0,000000000|
|(1,2813;1,1563)|  5,519394815|  5,519394815|   0,000000000|
|(1,3125;1,1563)|  5,961513191|  5,961513191|   0,000000000|
|(1,3438;1,1563)|  6,447803974|  6,447803974|   0,000000000|
|(1,3750;1,1563)|  6,981497437|  6,981497437|   0,000000000|
|(1,4063;1,1563)|  7,565977633|  7,565977633|   0,000000000|
|(1,4375;1,1563)|  8,204785973|  8,204785973|   0,000000000|
|(1,4688;1,1563)|  8,901624799|  8,901624799|   0,000000000|
|(1,5000;1,1563)|  9,660360962|  9,660360962|   0,000000000|
|(1,5313;1,1563)|  10,485029399|  10,485029399|   0,000000000|
|(1,5625;1,1563)|  11,379836708|  11,379836708|   0,000000000|
|(1,5938;1,1563)|  12,349164724|  12,349164724|   0,000000000|
|(1,6250;1,1563)|  13,397574097|  13,397574097|   0,000000000|
|(1,6563;1,1563)|  14,529807866|  14,529807866|   0,000000000|
|(1,6875;1,1563)|  15,750795037|  15,750795037|   0,000000000|
|(1,7188;1,1563)|  17,065654159|  17,065654159|   0,000000000|
|(1,7500;1,1563)|  18,479696900|  18,479696900|   0,000000000|
|(1,7813;1,1563)|  19,998431623|  19,998431623|   0,000000000|
|(1,8125;1,1563)|  21,627566963|  21,627566963|   0,000000000|
|(1,8438;1,1563)|  23,373015404|  23,373015404|   0,000000000|
|(1,8750;1,1563)|  25,240896851|  25,240896851|   0,000000000|
|(1,9063;1,1563)|  27,237542212|  27,237542212|   0,000000000|
|(1,9375;1,1563)|  29,369496971|  29,369496971|   0,000000000|
|(1,9688;1,1563)|  31,643524766|  31,643524766|   0,000000000|
|(2,0000;1,1563)|  34,066610962|  34,066610962|   0,000000000|
|(1,0000;1,1875)|  3,361392021|  3,361392021|   0,000000000|
|(1,0313;1,1875)|  3,527717620|  3,527717620|   0,000000000|
|(1,0625;1,1875)|  3,715473175|  3,715473175|   0,000000000|
|(1,0938;1,1875)|  3,926665872|  3,926665872|   0,000000000|
|(1,1250;1,1875)|  4,163424492|  4,163424492|   0,000000000|
|(1,1563;1,1875)|  4,428002983|  4,428002983|   0,000000000|
|(1,1875;1,1875)|  4,722784042|  4,722784042|   0,000000000|
|(1,2188;1,1875)|  5,050282687|  5,050282687|   0,000000000|
|(1,2500;1,1875)|  5,413149834|  5,413149834|   0,000000000|
|(1,2813;1,1875)|  5,814175874|  5,814175874|   0,000000000|
|(1,3125;1,1875)|  6,256294250|  6,256294250|   0,000000000|
|(1,3438;1,1875)|  6,742585033|  6,742585033|   0,000000000|
|(1,3750;1,1875)|  7,276278496|  7,276278496|   0,000000000|
|(1,4063;1,1875)|  7,860758692|  7,860758692|   0,000000000|
|(1,4375;1,1875)|  8,499567032|  8,499567032|   0,000000000|
|(1,4688;1,1875)|  9,196405858|  9,196405858|   0,000000000|
|(1,5000;1,1875)|  9,955142021|  9,955142021|   0,000000000|
|(1,5313;1,1875)|  10,779810458|  10,779810458|   0,000000000|
|(1,5625;1,1875)|  11,674617767|  11,674617767|   0,000000000|
|(1,5938;1,1875)|  12,643945783|  12,643945783|   0,000000000|
|(1,6250;1,1875)|  13,692355156|  13,692355156|   0,000000000|
|(1,6563;1,1875)|  14,824588925|  14,824588925|   0,000000000|
|(1,6875;1,1875)|  16,045576096|  16,045576096|   0,000000000|
|(1,7188;1,1875)|  17,360435218|  17,360435218|   0,000000000|
|(1,7500;1,1875)|  18,774477959|  18,774477959|   0,000000000|
|(1,7813;1,1875)|  20,293212682|  20,293212682|   0,000000000|
|(1,8125;1,1875)|  21,922348022|  21,922348022|   0,000000000|
|(1,8438;1,1875)|  23,667796463|  23,667796463|   0,000000000|
|(1,8750;1,1875)|  25,535677910|  25,535677910|   0,000000000|
|(1,9063;1,1875)|  27,532323271|  27,532323271|   0,000000000|
|(1,9375;1,1875)|  29,664278030|  29,664278030|   0,000000000|
|(1,9688;1,1875)|  31,938305825|  31,938305825|   0,000000000|
|(2,0000;1,1875)|  34,361392021|  34,361392021|   0,000000000|
|(1,0000;1,2188)|  3,688890666|  3,688890666|   0,000000000|
|(1,0313;1,2188)|  3,855216265|  3,855216265|   0,000000000|
|(1,0625;1,2188)|  4,042971820|  4,042971820|   0,000000000|
|(1,0938;1,2188)|  4,254164517|  4,254164517|   0,000000000|
|(1,1250;1,2188)|  4,490923136|  4,490923136|   0,000000000|
|(1,1563;1,2188)|  4,755501628|  4,755501628|   0,000000000|
|(1,1875;1,2188)|  5,050282687|  5,050282687|   0,000000000|
|(1,2188;1,2188)|  5,377781332|  5,377781332|   0,000000000|
|(1,2500;1,2188)|  5,740648478|  5,740648478|   0,000000000|
|(1,2813;1,2188)|  6,141674519|  6,141674519|   0,000000000|
|(1,3125;1,2188)|  6,583792895|  6,583792895|   0,000000000|
|(1,3438;1,2188)|  7,070083678|  7,070083678|   0,000000000|
|(1,3750;1,2188)|  7,603777140|  7,603777140|   0,000000000|
|(1,4063;1,2188)|  8,188257337|  8,188257337|   0,000000000|
|(1,4375;1,2188)|  8,827065676|  8,827065676|   0,000000000|
|(1,4688;1,2188)|  9,523904502|  9,523904502|   0,000000000|
|(1,5000;1,2188)|  10,282640666|  10,282640666|   0,000000000|
|(1,5313;1,2188)|  11,107309103|  11,107309103|   0,000000000|
|(1,5625;1,2188)|  12,002116412|  12,002116412|   0,000000000|
|(1,5938;1,2188)|  12,971444428|  12,971444428|   0,000000000|
|(1,6250;1,2188)|  14,019853801|  14,019853801|   0,000000000|
|(1,6563;1,2188)|  15,152087569|  15,152087569|   0,000000000|
|(1,6875;1,2188)|  16,373074740|  16,373074740|   0,000000000|
|(1,7188;1,2188)|  17,687933862|  17,687933862|   0,000000000|
|(1,7500;1,2188)|  19,101976603|  19,101976603|   0,000000000|
|(1,7813;1,2188)|  20,620711327|  20,620711327|   0,000000000|
|(1,8125;1,2188)|  22,249846667|  22,249846667|   0,000000000|
|(1,8438;1,2188)|  23,995295107|  23,995295107|   0,000000000|
|(1,8750;1,2188)|  25,863176554|  25,863176554|   0,000000000|
|(1,9063;1,2188)|  27,859821916|  27,859821916|   0,000000000|
|(1,9375;1,2188)|  29,991776675|  29,991776675|   0,000000000|
|(1,9688;1,2188)|  32,265804470|  32,265804470|   0,000000000|
|(2,0000;1,2188)|  34,688890666|  34,688890666|   0,000000000|
|(1,0000;1,2500)|  4,051757813|  4,051757813|   0,000000000|
|(1,0313;1,2500)|  4,218083411|  4,218083411|   0,000000000|
|(1,0625;1,2500)|  4,405838966|  4,405838966|   0,000000000|
|(1,0938;1,2500)|  4,617031664|  4,617031664|   0,000000000|
|(1,1250;1,2500)|  4,853790283|  4,853790283|   0,000000000|
|(1,1563;1,2500)|  5,118368775|  5,118368775|   0,000000000|
|(1,1875;1,2500)|  5,413149834|  5,413149834|   0,000000000|
|(1,2188;1,2500)|  5,740648478|  5,740648478|   0,000000000|
|(1,2500;1,2500)|  6,103515625|  6,103515625|   0,000000000|
|(1,2813;1,2500)|  6,504541665|  6,504541665|   0,000000000|
|(1,3125;1,2500)|  6,946660042|  6,946660042|   0,000000000|
|(1,3438;1,2500)|  7,432950824|  7,432950824|   0,000000000|
|(1,3750;1,2500)|  7,966644287|  7,966644287|   0,000000000|
|(1,4063;1,2500)|  8,551124483|  8,551124483|   0,000000000|
|(1,4375;1,2500)|  9,189932823|  9,189932823|   0,000000000|
|(1,4688;1,2500)|  9,886771649|  9,886771649|   0,000000000|
|(1,5000;1,2500)|  10,645507813|  10,645507813|   0,000000000|
|(1,5313;1,2500)|  11,470176250|  11,470176250|   0,000000000|
|(1,5625;1,2500)|  12,364983559|  12,364983559|   0,000000000|
|(1,5938;1,2500)|  13,334311575|  13,334311575|   0,000000000|
|(1,6250;1,2500)|  14,382720947|  14,382720947|   0,000000000|
|(1,6563;1,2500)|  15,514954716|  15,514954716|   0,000000000|
|(1,6875;1,2500)|  16,735941887|  16,735941887|   0,000000000|
|(1,7188;1,2500)|  18,050801009|  18,050801009|   0,000000000|
|(1,7500;1,2500)|  19,464843750|  19,464843750|   0,000000000|
|(1,7813;1,2500)|  20,983578473|  20,983578473|   0,000000000|
|(1,8125;1,2500)|  22,612713814|  22,612713814|   0,000000000|
|(1,8438;1,2500)|  24,358162254|  24,358162254|   0,000000000|
|(1,8750;1,2500)|  26,226043701|  26,226043701|   0,000000000|
|(1,9063;1,2500)|  28,222689062|  28,222689062|   0,000000000|
|(1,9375;1,2500)|  30,354643822|  30,354643822|   0,000000000|
|(1,9688;1,2500)|  32,628671616|  32,628671616|   0,000000000|
|(2,0000;1,2500)|  35,051757813|  35,051757813|   0,000000000|
|(1,0000;1,2813)|  4,452783853|  4,452783853|   0,000000000|
|(1,0313;1,2813)|  4,619109452|  4,619109452|   0,000000000|
|(1,0625;1,2813)|  4,806865007|  4,806865007|   0,000000000|
|(1,0938;1,2813)|  5,018057704|  5,018057704|   0,000000000|
|(1,1250;1,2813)|  5,254816324|  5,254816324|   0,000000000|
|(1,1563;1,2813)|  5,519394815|  5,519394815|   0,000000000|
|(1,1875;1,2813)|  5,814175874|  5,814175874|   0,000000000|
|(1,2188;1,2813)|  6,141674519|  6,141674519|   0,000000000|
|(1,2500;1,2813)|  6,504541665|  6,504541665|   0,000000000|
|(1,2813;1,2813)|  6,905567706|  6,905567706|   0,000000000|
|(1,3125;1,2813)|  7,347686082|  7,347686082|   0,000000000|
|(1,3438;1,2813)|  7,833976865|  7,833976865|   0,000000000|
|(1,3750;1,2813)|  8,367670327|  8,367670327|   0,000000000|
|(1,4063;1,2813)|  8,952150524|  8,952150524|   0,000000000|
|(1,4375;1,2813)|  9,590958863|  9,590958863|   0,000000000|
|(1,4688;1,2813)|  10,287797689|  10,287797689|   0,000000000|
|(1,5000;1,2813)|  11,046533853|  11,046533853|   0,000000000|
|(1,5313;1,2813)|  11,871202290|  11,871202290|   0,000000000|
|(1,5625;1,2813)|  12,766009599|  12,766009599|   0,000000000|
|(1,5938;1,2813)|  13,735337615|  13,735337615|   0,000000000|
|(1,6250;1,2813)|  14,783746988|  14,783746988|   0,000000000|
|(1,6563;1,2813)|  15,915980756|  15,915980756|   0,000000000|
|(1,6875;1,2813)|  17,136967927|  17,136967927|   0,000000000|
|(1,7188;1,2813)|  18,451827049|  18,451827049|   0,000000000|
|(1,7500;1,2813)|  19,865869790|  19,865869790|   0,000000000|
|(1,7813;1,2813)|  21,384604514|  21,384604514|   0,000000000|
|(1,8125;1,2813)|  23,013739854|  23,013739854|   0,000000000|
|(1,8438;1,2813)|  24,759188294|  24,759188294|   0,000000000|
|(1,8750;1,2813)|  26,627069741|  26,627069741|   0,000000000|
|(1,9063;1,2813)|  28,623715103|  28,623715103|   0,000000000|
|(1,9375;1,2813)|  30,755669862|  30,755669862|   0,000000000|
|(1,9688;1,2813)|  33,029697657|  33,029697657|   0,000000000|
|(2,0000;1,2813)|  35,452783853|  35,452783853|   0,000000000|
|(1,0000;1,3125)|  4,894902229|  4,894902229|   0,000000000|
|(1,0313;1,3125)|  5,061227828|  5,061227828|   0,000000000|
|(1,0625;1,3125)|  5,248983383|  5,248983383|   0,000000000|
|(1,0938;1,3125)|  5,460176080|  5,460176080|   0,000000000|
|(1,1250;1,3125)|  5,696934700|  5,696934700|   0,000000000|
|(1,1563;1,3125)|  5,961513191|  5,961513191|   0,000000000|
|(1,1875;1,3125)|  6,256294250|  6,256294250|   0,000000000|
|(1,2188;1,3125)|  6,583792895|  6,583792895|   0,000000000|
|(1,2500;1,3125)|  6,946660042|  6,946660042|   0,000000000|
|(1,2813;1,3125)|  7,347686082|  7,347686082|   0,000000000|
|(1,3125;1,3125)|  7,789804459|  7,789804459|   0,000000000|
|(1,3438;1,3125)|  8,276095241|  8,276095241|   0,000000000|
|(1,3750;1,3125)|  8,809788704|  8,809788704|   0,000000000|
|(1,4063;1,3125)|  9,394268900|  9,394268900|   0,000000000|
|(1,4375;1,3125)|  10,033077240|  10,033077240|   0,000000000|
|(1,4688;1,3125)|  10,729916066|  10,729916066|   0,000000000|
|(1,5000;1,3125)|  11,488652229|  11,488652229|   0,000000000|
|(1,5313;1,3125)|  12,313320667|  12,313320667|   0,000000000|
|(1,5625;1,3125)|  13,208127975|  13,208127975|   0,000000000|
|(1,5938;1,3125)|  14,177455992|  14,177455992|   0,000000000|
|(1,6250;1,3125)|  15,225865364|  15,225865364|   0,000000000|
|(1,6563;1,3125)|  16,358099133|  16,358099133|   0,000000000|
|(1,6875;1,3125)|  17,579086304|  17,579086304|   0,000000000|
|(1,7188;1,3125)|  18,893945426|  18,893945426|   0,000000000|
|(1,7500;1,3125)|  20,307988167|  20,307988167|   0,000000000|
|(1,7813;1,3125)|  21,826722890|  21,826722890|   0,000000000|
|(1,8125;1,3125)|  23,455858231|  23,455858231|   0,000000000|
|(1,8438;1,3125)|  25,201306671|  25,201306671|   0,000000000|
|(1,8750;1,3125)|  27,069188118|  27,069188118|   0,000000000|
|(1,9063;1,3125)|  29,065833479|  29,065833479|   0,000000000|
|(1,9375;1,3125)|  31,197788239|  31,197788239|   0,000000000|
|(1,9688;1,3125)|  33,471816033|  33,471816033|   0,000000000|
|(2,0000;1,3125)|  35,894902229|  35,894902229|   0,000000000|
|(1,0000;1,3438)|  5,381193012|  5,381193012|   0,000000000|
|(1,0313;1,3438)|  5,547518611|  5,547518611|   0,000000000|
|(1,0625;1,3438)|  5,735274166|  5,735274166|   0,000000000|
|(1,0938;1,3438)|  5,946466863|  5,946466863|   0,000000000|
|(1,1250;1,3438)|  6,183225483|  6,183225483|   0,000000000|
|(1,1563;1,3438)|  6,447803974|  6,447803974|   0,000000000|
|(1,1875;1,3438)|  6,742585033|  6,742585033|   0,000000000|
|(1,2188;1,3438)|  7,070083678|  7,070083678|   0,000000000|
|(1,2500;1,3438)|  7,432950824|  7,432950824|   0,000000000|
|(1,2813;1,3438)|  7,833976865|  7,833976865|   0,000000000|
|(1,3125;1,3438)|  8,276095241|  8,276095241|   0,000000000|
|(1,3438;1,3438)|  8,762386024|  8,762386024|   0,000000000|
|(1,3750;1,3438)|  9,296079487|  9,296079487|   0,000000000|
|(1,4063;1,3438)|  9,880559683|  9,880559683|   0,000000000|
|(1,4375;1,3438)|  10,519368023|  10,519368023|   0,000000000|
|(1,4688;1,3438)|  11,216206849|  11,216206849|   0,000000000|
|(1,5000;1,3438)|  11,974943012|  11,974943012|   0,000000000|
|(1,5313;1,3438)|  12,799611449|  12,799611449|   0,000000000|
|(1,5625;1,3438)|  13,694418758|  13,694418758|   0,000000000|
|(1,5938;1,3438)|  14,663746774|  14,663746774|   0,000000000|
|(1,6250;1,3438)|  15,712156147|  15,712156147|   0,000000000|
|(1,6563;1,3438)|  16,844389915|  16,844389915|   0,000000000|
|(1,6875;1,3438)|  18,065377086|  18,065377086|   0,000000000|
|(1,7188;1,3438)|  19,380236208|  19,380236208|   0,000000000|
|(1,7500;1,3438)|  20,794278949|  20,794278949|   0,000000000|
|(1,7813;1,3438)|  22,313013673|  22,313013673|   0,000000000|
|(1,8125;1,3438)|  23,942149013|  23,942149013|   0,000000000|
|(1,8438;1,3438)|  25,687597454|  25,687597454|   0,000000000|
|(1,8750;1,3438)|  27,555478901|  27,555478901|   0,000000000|
|(1,9063;1,3438)|  29,552124262|  29,552124262|   0,000000000|
